,tweet,sentiment
1245,wenn die also im jan 2023 stattfinden sollte könnte man doch beim auf der leinwand übertragen,neutral
1246,es verdichten sich die anzeichen für eine austragung der in katar im winter mehr dazu,neutral
1247,die amp wird für ard u zdf so teuer wie noch nie via,neutral
1248,das kann ja eine lustige werden kaum zuschauer und die die kommen kriegen kein bier ick freu mir,positive
1249,wie lang muss ich in einem land lebenbevor ich eingebürgert werde unterschiedlich qatar kommt aufs geld an,neutral
1250,keine ohne arbeitnehmerrechte muss situation auf baustellen für drastisch verbessern,positive
1251,beim anblick dieser euphorischen massen steigt die vorfreude auf die ins unermessliche nicht,positive
1252,donnerwetter unsere handballer führen zur halbzeit mit 1713 gegen polen,neutral
1253,aktuell in bald auch die fußball wann kommen olymp winterspiele oder eine wm nach katar,neutral
1254,das wird 2022 vermutlich genauso aussehen glaub da nicht an volle stadien,neutral
1255,sag nur,neutral
1256,was bringen dir die neuesten hallen wenn niemand zu den spielen kommt da freu ich mich auf die fusball,neutral
1257,so müssen unsere weiblichen fußballfans ja auch zur wm nach,neutral
1258,stell dir vor es ist handballwm und kein öffentlichrechtlicher kanal überträgt die spiele der deutschen nm skandalösarmselig,neutral
1259,genau meine meinung teamtorhüter bauer und marinovic von in,neutral
1260,interessantes gespräch mit albert speer und co im thema stadionbau in,positive
1261,schöne aussicht auf das trainingslager des in,positive
1262,jeden tag stirb für die in in mensch und die ignoriert es,neutral
1263,veröffentlicht nun doch amp betont energisch und werden keinesfalls neu vergeben,positive
1264,der termin der soll im märz des kommenden jahres fallen,neutral
1265,endlich setzt die unter druck die arbeitsbedingungen für gastarbeiter müssen besser werden sonst keine,positive
1266,nur erdbeben verhindert würde es schon gut finden wenn man bei der blatter verhindert,negative
1267,exekutive stimmt für veröffentlichung des reports,neutral
1268,fankultur made in katar,neutral
1269,expräsident droht wg menschenrechtsverletzungen mit entzug mein text,negative
1270,fußball droht mit entzug der wm,negative
1271,chefermittler schmeißt hin vertrauen verloren,neutral
1272,wm 2022 vorschlag zur austragung im maijuni,neutral
1273,wm 2022 eca und epfl konkretisieren maivorschlag,neutral
1274,alles rechtens bei der vergabe findet die der einspruch von chefermittler wurde abgelehnt,negative
1275,neue vorwürfe der ehemaligen bewerbungspressechefin um die vergabe der fußball an red,neutral
1276,bestechung vor der vergabe von an eine informantin spricht über den deal,neutral
1277,trainingslager in der winterpause fc bayern trainiert in katar geld regiert die welt,positive
1278,ah eine million dollar warum nicht eineinhalb soll soll vor der vergabe bestochen haben,negative
1279,keinen picasso kein gold präsident hält sich für sauberer als sauber red,neutral
1280,wenn weiter so viele arbeiter auf den baustellen sterben wie bisher könnte ein mahnturm 15 km hoch werden,neutral
1281,wm 2022 neues design vorgestellt,neutral
1282,fußball 500 schlagzeilen vom 4122014 via,neutral
1283,wm 2022 bleibt in via,neutral
1284,hahaha das müsste ja bedeuten dass ihr die fußball auch nicht übertragen dürftet oder gehts das auf einmal wieder,neutral
1285,jetzt sind hier 29 grad aber im sommer bei 50 grad die fans bekommen hitzeschläge en masse,neutral
1286,2022 dürfen sich die fußballfans auf besondere straßenschilder freuen,positive
1287,world cup bids corruption picasso painting offered as kickback,neutral
1288,wm 2022 bleibt in,neutral
1289,das khalifa stadion in doha herzlich wird man hier nicht empfangen mehr am mittwoch bei,neutral
1290,bier gibt es in katar nur in luxuhotels 9 euro pro 033l ansonsten verboten,neutral
1291,will die entziehen,neutral
1292,nur 32 der deutschen ist für einen boykott der in katar,neutral
1293,will die wieder entziehen als kompromiss äußert er einen interessanten vorschlag,positive
1294,in der neuen fifaweltrangliste liegen die nur noch sieben plätze hinter dem gastgeber der 98105,neutral
1295,fbpräsid windtnerda will ich mich nicht exponieren gt,neutral
1296,ist das nicht dort in der gegend wo die sein soll drei jahre haft für twitterbotschaften,neutral
1297,wm 2022 design für stadionumbau vorgestellt,neutral
1298,gut zu wissen dass katar sich nicht nur sportlich sondern auch weltpolitisch finanziell engagiert,positive
1299,chef der deutschen fordert der wm2018 in und in,neutral
1300,sehr sehenswert zum thema korrupte und warum der auch nicht besser ist,positive
1301,will ermittler von schweigepflicht entbinden,neutral
1302,geschäftsführer von katars wmorganisationskomitees wir hatten keine todesfälle mehr szenenapplaus bitte cc,positive
1303,blattler stellt strafanzeige sollte wohl besser heißen selbstanzeige wirkt die strafmildernd,positive
1304,präsident reicht strafanzeige bei der schweiz ein weil korruptionsverdacht bei und besteht,neutral
1305,fußballwm 2018 und 2022 fifa geht in die offensive,neutral
1306,geht in die offensive oder wurden nur unschädliche bauernopfer gefunden,neutral
1307,blatter stellt strafanzeige wegen bei schweizer behörden du kriegst die tür nicht zu,neutral
1308,on fire dieser typ da weißt schon der vom ethikdingens sagt strafanzeige wäre gut wg vergabe amp blatter ok,positive
1309,das muss sein 5 fragen an sepp blatter amp weshalb er strafanzeige stellte 2018,neutral
1310,reicht strafanzeige bei der schweizer bundesstaatsanwaltschaft ein wegen vergaben,neutral
1311,katar plant reform des systems und damit verbesserungen der bedingungen von gastarbeitern,neutral
1312,brisante vorwürfe gegen und,neutral
1313,good news am frühen morgen,neutral
1314,ja oder nein ist das noch die frage,neutral
1315,mein enkel zu mir wenn ich groß bin werde ich deutscher sportnetzwerker der fedorradmanneffekt,positive
1316,fedor ruft an er habe da so ein problem mit und für den franz werde es diesmal eng trotz der selfies,positive
1317,vergesst einfach diese situation von arbeitsmigranten in bleibt miserabel gt,negative
1318,unser bericht zeigt situation von arbeitsmigranten für bleibt miserabel gt,negative
1319,das hat die weiterhin im visier grund sind die und die,neutral
1320,no keine steuern zahlen aber sklavenarbeit zulassen,positive
1321,das trübt die vorfreude auf die arbeitsmigranten in werden noch immer ausgebeutet neuer bericht gt,neutral
1322,fifabericht zur wmvergabe ein peinliches papier via,negative
1323,das urteil ist moralisch nicht einwandfrei einhellige kommentare auf,positive
1324,die muss sich ändern veröffentlicht den bericht fordert die,neutral
1325,und schon gar nicht ne ausrufezeichen,neutral
1326,eure organisation ist so lächerlich und arm,negative
1327,das urteil ist moralisch nicht einwandfrei so die kommentare auf einhellig,positive
1328,bericht der ist wahlweise ein schlechter witz oder ein skandal,negative
1329,no in,neutral
1330,das stinkt liebe,positive
1331,har renset sig selv for bestikkelse i forbindelse med valg af den tror jeg s ikke p,neutral
1332,keine korruption bei wm vergabe an russland und katar hätte ich mir auch nicht vorstellen können alles ist gut,positive
1333,die feiert tobt pöbelt mein text zum ethikbericht zur und jetzt,neutral
1334,es hilft nix die braucht eine brutalstmögliche aufklärung was macht eigentlich roland koch,positive
1335,steht in dem bericht auch ich hatte niemals sexuelle kontakte mit mrs lewinski würde einiges erklären,neutral
1336,uuuuuund action garcia widerspricht urteil,neutral
1337,ethikrichter hat entschieden nutzen wir die chance um in beiden ländern zu stärken,neutral
1338,es ist erstaunlich dass die hohen herren der noch in den spiegel gucken können,positive
1339,behält die findet nur ein bisschen korruption via logisch im vergleich zur,positive
1340,fifastellungnahme keine korruption bei wmvergabe,neutral
1341,ethikkommission der spricht russland und katar frei und fand kein zeichen von korruption bei vergabe von und hahahaha,positive
1342,teilt einschätzung von dass schutz von gastarbeitern zügig verbessern muss,positive
1343,stellungnahme der zu unserem bericht über mangelnde reformen beim schutz von gastarbeitern in,neutral
1344,und die erde ist eine scheibe,neutral
1345,das erste foto der während der sitzung zur und wurde soeben veröffentlicht,neutral
1346,spricht und vom vorwurf der frei,positive
1347,spricht und frei,positive
1348,sagt die wmvergaben an russland und katar seien ethisch einwandfrei verlaufen haha fifa und ethik in einem satz,positive
1349,im zusammenhang mit der vergabe von und sind keine gelder geflossen ethikkommission ist ein witz für sich,neutral
1350,das größte dieses planeten hat also gesprochen,neutral
1351,behält die findet nur ein bisschen korruption,neutral
1352,fifa findet keine schwere korruption bei der vergabe und leicht ist ok oder wie,neutral
1353,bericht stellt fest bei der vergabe der an katar ging fast alles mit rechten dingen zu,negative
1354,das ist als würde jan ulrich jemanden als fairen sportsmann auszeichnen ein witz rt,positive
1355,die betont dass bei der vergabe der 2018 keine korruption vorliegt,neutral
1356,spricht sich selbst von korruptionsverdacht frei,positive
1357,sagt keine korruption bei vergabe der und nach russland und katar ja nee is klar korruption kennt nicht,positive
1358,fifa spricht katar von vorwürfen frei was wohl die menschenrechtsorganisation dazu sagen wird,positive
1359,auch lt ermittlern ohne grobe verstöße im vergabeprozess damit ist klar in russland in,positive
1360,die ethikkommission um den dt richter eckert spricht vom vorwurf der korruption bei der vergabe der frei,positive
1361,in 5 minuten soll der ethikbericht zu vergaben der und veröffentlicht werden mehr hier und später,neutral
1362,qatar at a crossroads reform labour laws or risk revived calls for relocating the world cup,neutral
1363,gefährliche arbeitsbedingungen lachhafte löhne so beutet seine arbeitsmigranten aus,negative
1364,vor regierung hatte reformen versprochen aber gastarbeiter werden weiterhin ausgebeutet,positive
1365,katar beutet vor der weiterhin ausländische arbeiter aus ein schockierender bericht,neutral
1366,ganze welt muss druck auf ausüben expertin spöttl gerade live zu den arbeitsbedingungen,neutral
1367,kritik an ausbeutung in katar erbärmlich wenig passiert,neutral
1368,3000 nordkorean arbeiterinnen 90 d gehaltes vorenthalten gt,negative
1369,blatter sagt finde definitiv in statt wofür ist eigentlich die ganze reformchose mit ethikermittlungen usw fifa,neutral
1370,wahnsinn exklusiv in katar da hat die nächste bombe platzen lassen,neutral
1371,der asienokchef sagt olympische winterspiele zu verschieben für die käme nicht in frage,neutral
1372,es sind noch fast acht jahre und ich hab jetzt schon keinen bock mehr auf die in,neutral
1373,katarische organisatoren geben 500000 usd für kenianisches flüchtlingsprojekt,neutral
1374,diese woche soll der ethikbericht zu und erscheinen meine erwartungen sind äußert gering,negative
1375,sepp soll lau intern gesagt haben dass die nicht in stattfinden wird,neutral
1376,reagiert auf spiegelbericht und betont die fußballwm 2022 wird in stattfinden,neutral
1377,für die arbeiten nordkoreanische staatssklaven,neutral
1378,irgendwann reichts ohne mich zwangsarbeit in nordkoreaner schuften als staatssklaven,negative
1379,zwei neue stadien für wm 2022,neutral
1380,vergebt das blöde turnier endlich neu mit einer fairen auslosung oh wait,neutral
1381,fasten für die fifa kommentar zur ablehnung in in den aprilmai zu verlegen,neutral
1382,fasten für die fifa kommentar von zur weigerung in in den aprilmai zu verlegen,neutral
1383,fifa bevorzugt weltmeisterschaft im winter katarwm im april und mai 2022 keine topoption,positive
1384,irre verhindert im april in spiegel online nachrichten sport,negative
1385,aprilmai ist für kein wunschtermin sondern jännerfebruar od,neutral
1386,public viewing am glühweinstand es wird immer wahrscheinlicher,neutral
1387,in katar im winter nach der vergabe der wm nach katar ist das wohl einer der größten fehler von sepp blatter,neutral
1388,gibt es eigentlich sowas wie nen hashtagfilter will nichts mehr zu und co mehr lesen 12,neutral
1389,die in katar wird wohl im winter stattfinden alle infos,neutral
1390,haha geil die in wird wahrscheinlich im winter stattfinden,positive
1391,abgesehen davon das sich deutscher meister sind wir schon im februar einfach nur scheiße singen lässt,positive
